ID,eventName,startYear,endYear,signWithCountry,type,category
192,signing defense cooperation agreement,2008,2008,South Korea,sector,TREX
145,signing defense cooperation agreement,2008,2008,Uzbekistan,sector,TREX
192,signing defense cooperation agreement,2005,2005,India,general,DCA
79,signing defense cooperation agreement,2005,2005,Uzbekistan,general,DCA
89,signing defense cooperation agreement,2006,2006,Mongolia,general,DCA
118,signing defense cooperation agreement,2006,2006,Kazakhstan,general,DCA
89,signing defense cooperation agreement,2006,2006,South Korea,sector,TREX
145,signing defense cooperation agreement,2006,2006,Kazakhstan,sector,TREX
89,signing defense cooperation agreement,2010,2010,South Korea,general,DCA
145,signing defense cooperation agreement,2010,2010,Kazakhstan,general,DCA
89,signing defense cooperation agreement,2002,2002,India,general,DIC
79,signing defense cooperation agreement,2002,2002,Kazakhstan,general,DIC
89,signing defense cooperation agreement,2005,2005,Pakistan,general,DCA
134,signing defense cooperation agreement,2005,2005,Kazakhstan,general,DCA
35,signing defense cooperation agreement,1995,1995,Taiwan,sector,PROCUREMENT
174,signing defense cooperation agreement,1995,1995,China,sector,PROCUREMENT
35,signing defense cooperation agreement,2000,2000,South Korea,sector,TREX
145,signing defense cooperation agreement,2000,2000,China,sector,TREX
35,signing defense cooperation agreement,2002,2002,South Korea,sector,TREX
145,signing defense cooperation agreement,2002,2002,China,sector,TREX
35,signing defense cooperation agreement,2007,2007,South Korea,sector,TREX
145,signing defense cooperation agreement,2007,2007,China,sector,TREX
35,signing defense cooperation agreement,1998,1998,Japan,sector,TREX
87,signing defense cooperation agreement,1998,1998,China,sector,TREX
35,signing defense cooperation agreement,2007,2007,Japan,sector,TREX
87,signing defense cooperation agreement,2007,2007,China,sector,TREX
35,signing defense cooperation agreement,2006,2006,India,sector,TREX
79,signing defense cooperation agreement,2006,2006,China,sector,TREX
35,signing defense cooperation agreement,1989,1989,Pakistan,general,DIC
134,signing defense cooperation agreement,1989,1989,China,general,DIC
35,signing defense cooperation agreement,1990,1990,Pakistan,general,DIC
134,signing defense cooperation agreement,1990,1990,China,general,DIC
35,signing defense cooperation agreement,2002,2002,Pakistan,general,DIC
134,signing defense cooperation agreement,2002,2002,China,general,DIC
35,signing defense cooperation agreement,2003,2003,Pakistan,general,DCA
134,signing defense cooperation agreement,2003,2003,China,general,DCA
35,signing defense cooperation agreement,2006,2006,Pakistan,general,DCA
134,signing defense cooperation agreement,2006,2006,China,general,DCA
35,signing defense cooperation agreement,2008,2008,Pakistan,general,DCA
134,signing defense cooperation agreement,2008,2008,China,general,DCA
35,signing defense cooperation agreement,2010,2010,Pakistan,general,DIC
134,signing defense cooperation agreement,2010,2010,China,general,DIC
35,signing defense cooperation agreement,2002,2002,Bangladesh,general,DCA
13,signing defense cooperation agreement,2002,2002,China,general,DCA
35,signing defense cooperation agreement,1997,1997,Myanmar,sector,TREX
122,signing defense cooperation agreement,1997,1997,China,sector,TREX
35,signing defense cooperation agreement,2007,2007,Vietnam,general,DCA
195,signing defense cooperation agreement,2007,2007,China,general,DCA
35,signing defense cooperation agreement,1999,1999,Malaysia,general,DCA
107,signing defense cooperation agreement,1999,1999,China,general,DCA
35,signing defense cooperation agreement,2005,2005,Malaysia,general,DCA
107,signing defense cooperation agreement,2005,2005,China,general,DCA
35,signing defense cooperation agreement,1997,1997,Singapore,sector,TREX
159,signing defense cooperation agreement,1997,1997,China,sector,TREX
35,signing defense cooperation agreement,2008,2008,Singapore,general,DCA
159,signing defense cooperation agreement,2008,2008,China,general,DCA
35,signing defense cooperation agreement,2003,2003,Brunei Darusalam,sector,TREX
24,signing defense cooperation agreement,2003,2003,China,sector,TREX
35,signing defense cooperation agreement,1996,1996,Philippines,sector,TREX
141,signing defense cooperation agreement,1996,1996,China,sector,TREX
35,signing defense cooperation agreement,2004,2004,Philippines,sector,COMMISSION
141,signing defense cooperation agreement,2004,2004,China,sector,COMMISSION
35,signing defense cooperation agreement,2005,2005,Philippines,sector,COMMISSION
141,signing defense cooperation agreement,2005,2005,China,sector,COMMISSION
35,signing defense cooperation agreement,2005,2005,Indonesia,sector,RESEARCH
80,signing defense cooperation agreement,2005,2005,China,sector,RESEARCH
35,signing defense cooperation agreement,2007,2007,Indonesia,general,DCA
80,signing defense cooperation agreement,2007,2007,China,general,DCA
35,signing defense cooperation agreement,2008,2008,Indonesia,general,DIC
80,signing defense cooperation agreement,2008,2008,China,general,DIC
118,signing defense cooperation agreement,1999,1999,South Korea,sector,TREX
145,signing defense cooperation agreement,1999,1999,Mongolia,sector,TREX
118,signing defense cooperation agreement,2001,2001,India,general,DCA
79,signing defense cooperation agreement,2001,2001,Mongolia,general,DCA
118,signing defense cooperation agreement,2005,2005,India,sector,COMMISSION
79,signing defense cooperation agreement,2005,2005,Mongolia,sector,COMMISSION
145,signing defense cooperation agreement,1992,1992,Japan,sector,TREX
87,signing defense cooperation agreement,1992,1992,South Korea,sector,TREX
145,signing defense cooperation agreement,1995,1995,Japan,sector,COMMISSION
87,signing defense cooperation agreement,1995,1995,South Korea,sector,COMMISSION
145,signing defense cooperation agreement,2010,2010,India,sector,RESEARCH
79,signing defense cooperation agreement,2010,2010,South Korea,sector,RESEARCH
145,signing defense cooperation agreement,2010,2010,India,general,DCA
79,signing defense cooperation agreement,2010,2010,South Korea,general,DCA
145,signing defense cooperation agreement,1996,1996,Pakistan,sector,PROCUREMENT
134,signing defense cooperation agreement,1996,1996,South Korea,sector,PROCUREMENT
145,signing defense cooperation agreement,2004,2004,Bangladesh,general,DIC
13,signing defense cooperation agreement,2004,2004,South Korea,general,DIC
145,signing defense cooperation agreement,1996,1996,Thailand,general,DIC
177,signing defense cooperation agreement,1996,1996,South Korea,general,DIC
145,signing defense cooperation agreement,1997,1997,Thailand,sector,PROCUREMENT
177,signing defense cooperation agreement,1997,1997,South Korea,sector,PROCUREMENT
145,signing defense cooperation agreement,2008,2008,Thailand,general,DIC
177,signing defense cooperation agreement,2008,2008,South Korea,general,DIC
145,signing defense cooperation agreement,1999,1999,Vietnam,sector,COMMISSION
195,signing defense cooperation agreement,1999,1999,South Korea,sector,COMMISSION
145,signing defense cooperation agreement,2000,2000,Vietnam,sector,TREX
195,signing defense cooperation agreement,2000,2000,South Korea,sector,TREX
145,signing defense cooperation agreement,2009,2009,Malaysia,general,DIC
107,signing defense cooperation agreement,2009,2009,South Korea,general,DIC
145,signing defense cooperation agreement,2009,2009,Singapore,general,DCA
159,signing defense cooperation agreement,2009,2009,South Korea,general,DCA
145,signing defense cooperation agreement,1994,1994,Philippines,general,DIC
141,signing defense cooperation agreement,1994,1994,South Korea,general,DIC
145,signing defense cooperation agreement,1995,1995,Indonesia,general,DIC
80,signing defense cooperation agreement,1995,1995,South Korea,general,DIC
145,signing defense cooperation agreement,2006,2006,Indonesia,sector,PROCUREMENT
80,signing defense cooperation agreement,2006,2006,South Korea,sector,PROCUREMENT
87,signing defense cooperation agreement,1997,1997,India,sector,COMMISSION
79,signing defense cooperation agreement,1997,1997,Japan,sector,COMMISSION
87,signing defense cooperation agreement,1997,1997,Vietnam,sector,TREX
195,signing defense cooperation agreement,1997,1997,Japan,sector,TREX
87,signing defense cooperation agreement,2009,2009,Singapore,sector,TREX
159,signing defense cooperation agreement,2009,2009,Japan,sector,TREX
87,signing defense cooperation agreement,2003,2003,Australia,sector,TREX
8,signing defense cooperation agreement,2003,2003,Japan,sector,TREX
87,signing defense cooperation agreement,2008,2008,Australia,sector,TREX
8,signing defense cooperation agreement,2008,2008,Japan,sector,TREX
79,signing defense cooperation agreement,2006,2006,India,sector,PROCUREMENT
79,signing defense cooperation agreement,2006,2006,India,sector,PROCUREMENT
79,signing defense cooperation agreement,2004,2004,Sri Lanka,general,DCA
167,signing defense cooperation agreement,2004,2004,India,general,DCA
79,signing defense cooperation agreement,2007,2007,Cambodia,general,DCA
28,signing defense cooperation agreement,2007,2007,India,general,DCA
79,signing defense cooperation agreement,1994,1994,Vietnam,general,DCA
195,signing defense cooperation agreement,1994,1994,India,general,DCA
79,signing defense cooperation agreement,2000,2000,Vietnam,general,DCA
195,signing defense cooperation agreement,2000,2000,India,general,DCA
79,signing defense cooperation agreement,2007,2007,Vietnam,general,DCA
195,signing defense cooperation agreement,2007,2007,India,general,DCA
79,signing defense cooperation agreement,1993,1993,Malaysia,general,DCA
107,signing defense cooperation agreement,1993,1993,India,general,DCA
79,signing defense cooperation agreement,2008,2008,Malaysia,general,DIC
107,signing defense cooperation agreement,2008,2008,India,general,DIC
79,signing defense cooperation agreement,2003,2003,Singapore,general,DCA
159,signing defense cooperation agreement,2003,2003,India,general,DCA
79,signing defense cooperation agreement,2005,2005,Singapore,sector,TREX
159,signing defense cooperation agreement,2005,2005,India,sector,TREX
79,signing defense cooperation agreement,2007,2007,Singapore,sector,TREX
159,signing defense cooperation agreement,2007,2007,India,sector,TREX
79,signing defense cooperation agreement,2008,2008,Singapore,sector,TREX
159,signing defense cooperation agreement,2008,2008,India,sector,TREX
79,signing defense cooperation agreement,2006,2006,Philippines,general,DCA
141,signing defense cooperation agreement,2006,2006,India,general,DCA
79,signing defense cooperation agreement,2001,2001,Indonesia,general,DCA
80,signing defense cooperation agreement,2001,2001,India,general,DCA
134,signing defense cooperation agreement,1997,1997,Malaysia,general,DCA
107,signing defense cooperation agreement,1997,1997,Pakistan,general,DCA
134,signing defense cooperation agreement,2001,2001,Malaysia,sector,PROCUREMENT
107,signing defense cooperation agreement,2001,2001,Pakistan,sector,PROCUREMENT
134,signing defense cooperation agreement,2005,2005,Malaysia,general,DIC
107,signing defense cooperation agreement,2005,2005,Pakistan,general,DIC
134,signing defense cooperation agreement,2004,2004,Brunei Darusalam,sector,TREX
24,signing defense cooperation agreement,2004,2004,Pakistan,sector,TREX
134,signing defense cooperation agreement,2010,2010,Indonesia,general,DCA
80,signing defense cooperation agreement,2010,2010,Pakistan,general,DCA
134,signing defense cooperation agreement,2010,2010,Australia,general,DCA
8,signing defense cooperation agreement,2010,2010,Pakistan,general,DCA
177,signing defense cooperation agreement,1989,1989,Laos,general,DCA
95,signing defense cooperation agreement,1989,1989,Thailand,general,DCA
177,signing defense cooperation agreement,2004,2004,Singapore,sector,TREX
159,signing defense cooperation agreement,2004,2004,Thailand,sector,TREX
177,signing defense cooperation agreement,2004,2004,Singapore,sector,TREX
159,signing defense cooperation agreement,2004,2004,Thailand,sector,TREX
177,signing defense cooperation agreement,1997,1997,Philippines,general,DCA
141,signing defense cooperation agreement,1997,1997,Thailand,general,DCA
95,signing defense cooperation agreement,1994,1994,Vietnam,general,DCA
195,signing defense cooperation agreement,1994,1994,Laos,general,DCA
95,signing defense cooperation agreement,2005,2005,Vietnam,general,DCA
195,signing defense cooperation agreement,2005,2005,Laos,general,DCA
95,signing defense cooperation agreement,2008,2008,Vietnam,general,DCA
195,signing defense cooperation agreement,2008,2008,Laos,general,DCA
195,signing defense cooperation agreement,2008,2008,Malaysia,general,DCA
107,signing defense cooperation agreement,2008,2008,Vietnam,general,DCA
